ID,heading,sortid,parentid,path,heading,sortid,parentid,path
12773,(By place) (info),62774.5,22755.5,info/P,(By place) (info),62774.5,22755.5,info/P
12774,A-G,62775.5,62773.5,1/3728/H3012,A-G,62775.5,62773.5,1/3728/H3012
12775,H-S,62776.5,62773.5,1/3728/H3013,H-S,62776.5,62773.5,1/3728/H3013
12776,T-Z,62777.5,62773.5,1/3728/H3014,T-Z,62777.5,62773.5,1/3728/H3014
12777,(Without subdivision),62778.5,22766.5,20/3729/H3026,(Without subdivision),62778.5,22766.5,20/3729/H3026
12778,(By topic or sub-agency),62779.5,22766.5,sub,(By topic or sub-agency),62779.5,22766.5,sub
12779,Ad Hoc Advisory Group on Puerto Rico >,62780.5,62779.5,20/3729/H3044,Ad Hoc Advisory Group on Puerto Rico >,62780.5,62779.5,20/3729/H3044
12780,Description and travel >,62781.5,62779.5,20/3729/H3028,Description and travel >,62781.5,62779.5,20/3729/H3028
12781,History >,62782.5,62779.5,1/3730/H3029,History >,62782.5,62779.5,1/3730/H3029
12782,Politics and government >,62783.5,62779.5,1/3730/H3030,Politics and government >,62783.5,62779.5,1/3730/H3030
12783,Sanitary affairs >,62784.5,62779.5,1/3730/H3031,Sanitary affairs >,62784.5,62779.5,1/3730/H3031
12784,University >,62785.5,62779.5,1/3730/H3032,University >,62785.5,62779.5,1/3730/H3032
12785,(By author),62786.5,22784.5,18/3732/H3052,(By author),62786.5,22784.5,18/3732/H3052
12786,(By topic),62787.5,22784.5,18/3732/H3053,(By topic),62787.5,22784.5,18/3732/H3053
12787,(By place),62788.5,22784.5,18/3732/H3054,(By place),62788.5,22784.5,18/3732/H3054
12788,(By place) (info),62789.5,22784.5,info/P,(By place) (info),62789.5,22784.5,info/P
12789,(By author),62790.5,22801.5,22/3734/H3073,(By author),62790.5,22801.5,22/3734/H3073
12790,(By topic),62791.5,22801.5,22/3734/H3074,(By topic),62791.5,22801.5,22/3734/H3074
12791,(By place),62792.5,22801.5,22/3734/H3075,(By place),62792.5,22801.5,22/3734/H3075
12792,(By author),62793.5,22809.5,sub,(By author),62793.5,22809.5,sub
12793,A-M,62794.5,62793.5,20/3735/H3086,A-M,62794.5,62793.5,20/3735/H3086
12794,N-Z,62795.5,62793.5,20/3735/H3087,N-Z,62795.5,62793.5,20/3735/H3087
12795,(By topic),62796.5,22809.5,sub,(By topic),62796.5,22809.5,sub
12796,A-G,62797.5,62796.5,20/3735/H3088,A-G,62797.5,62796.5,20/3735/H3088
12797,H-Z,62798.5,62796.5,20/3735/H3089,H-Z,62798.5,62796.5,20/3735/H3089
12798,(By author),62799.5,22867.5,sub,(By author),62799.5,22867.5,sub
12799,A-G,62800.5,62799.5,20/3743/H3148,A-G,62800.5,62799.5,20/3743/H3148
12800,H-P,62801.5,62799.5,20/3743/H3149,H-P,62801.5,62799.5,20/3743/H3149
12801,Q-Z,62802.5,62799.5,20/3743/H3150,Q-Z,62802.5,62799.5,20/3743/H3150
12802,(By topic),62803.5,22867.5,20/3743/H3147,(By topic),62803.5,22867.5,20/3743/H3147
12803,(Without subdivision),62804.5,22885.5,22/3745/H3166,(Without subdivision),62804.5,22885.5,22/3745/H3166
12804,(By topic or sub-agency),62805.5,22885.5,sub,(By topic or sub-agency),62805.5,22885.5,sub
12805,A-C,62806.5,62805.5,22/3745/H3168,A-C,62806.5,62805.5,22/3745/H3168
12806,D-E,62807.5,62805.5,22/3745/H3169,D-E,62807.5,62805.5,22/3745/H3169
12807,F-H,62808.5,62805.5,22/3745/H3170,F-H,62808.5,62805.5,22/3745/H3170
12808,I-Q,62809.5,62805.5,22/3745/H3171,I-Q,62809.5,62805.5,22/3745/H3171
12809,R-Z,62810.5,62805.5,22/3746/H3172,R-Z,62810.5,62805.5,22/3746/H3172
12810,Collected and selected works,62811.5,22914.5,22/3749/H3203,Collected and selected works,62811.5,22914.5,22/3749/H3203
12811,Correspondence,62812.5,22914.5,22/3749/H3204,Correspondence,62812.5,22914.5,22/3749/H3204
12812,Individual works,62813.5,22914.5,22/3749/H3205,Individual works,62813.5,22914.5,22/3749/H3205
12813,Collected and selected works,62814.5,22930.5,22/3751/H3222,Collected and selected works,62814.5,22930.5,22/3751/H3222
12814,Correspondence,62815.5,22930.5,22/3751/H3223,Correspondence,62815.5,22930.5,22/3751/H3223
12815,Individual works,62816.5,22930.5,22/3751/H3224,Individual works,62816.5,22930.5,22/3751/H3224
12816,"Works, complete and partial",62817.5,22934.5,22/3751/H3229,"Works, complete and partial",62817.5,22934.5,22/3751/H3229
12817,Individual works,62818.5,22934.5,sub,Individual works,62818.5,22934.5,sub
12818,Declamationes,62819.5,62818.5,22/3751/H3230,Declamationes,62819.5,62818.5,22/3751/H3230
12819,De institutione oratoria,62820.5,62818.5,22/3751/H3231,De institutione oratoria,62820.5,62818.5,22/3751/H3231
12820,Oeuvres,62821.5,22963.5,22/3755/H3264,Oeuvres,62821.5,22963.5,22/3755/H3264
12821,Oeuvres choisies,62822.5,22963.5,22/3755/H3265,Oeuvres choisies,62822.5,22963.5,22/3755/H3265
12822,Individual works,62823.5,22963.5,sub,Individual works,62823.5,22963.5,sub
12823,Disciple de Pantagruel,62824.5,62823.5,22/3755/H3267,Disciple de Pantagruel,62824.5,62823.5,22/3755/H3267
12824,Isle sonante,62825.5,62823.5,22/3755/H3269,Isle sonante,62825.5,62823.5,22/3755/H3269
12825,Lettres ecrites d'Italie,62826.5,62823.5,22/3755/H3270,Lettres ecrites d'Italie,62826.5,62823.5,22/3755/H3270
12826,Miscellaneous,62827.5,62823.5,22/3755/H3272,Miscellaneous,62827.5,62823.5,22/3755/H3272
12827,(By author),62828.5,22964.5,22/3755/H3276,(By author),62828.5,22964.5,22/3755/H3276
12828,(By topic),62829.5,22964.5,22/3755/H3275,(By topic),62829.5,22964.5,22/3755/H3275
12829,(By author),62830.5,22979.5,22/3757/H3291,(By author),62830.5,22979.5,22/3757/H3291
12830,(By topic),62831.5,22979.5,22/3757/H3292,(By topic),62831.5,22979.5,22/3757/H3292
12831,(By place),62832.5,22979.5,22/3757/H3293,(By place),62832.5,22979.5,22/3757/H3293
12832,(By place) (info),62833.5,22979.5,info/P,(By place) (info),62833.5,22979.5,info/P
12833,(By author),62834.5,22981.5,sub,(By author),62834.5,22981.5,sub
12834,A-L,62835.5,62834.5,22/3757/H3298,A-L,62835.5,62834.5,22/3757/H3298
12835,M-Z,62836.5,62834.5,22/3757/H3299,M-Z,62836.5,62834.5,22/3757/H3299
12836,(By topic),62837.5,22981.5,22/3757/H3297,(By topic),62837.5,22981.5,22/3757/H3297
12837,(By place),62838.5,22981.5,22/3757/H3300,(By place),62838.5,22981.5,22/3757/H3300
12838,Collected and selected works,62839.5,22987.5,22/3758/H3307,Collected and selected works,62839.5,22987.5,22/3758/H3307
12839,Correspondence,62840.5,22987.5,22/3758/H3308,Correspondence,62840.5,22987.5,22/3758/H3308
12840,Individual works,62841.5,22987.5,22/3758/H3309,Individual works,62841.5,22987.5,22/3758/H3309
12841,(By author),62842.5,23001.5,22/3759/H3324,(By author),62842.5,23001.5,22/3759/H3324
12842,(By topic),62843.5,23001.5,sub,(By topic),62843.5,23001.5,sub
12843,A-Periodicals,62844.5,62843.5,22/3759/H3328,A-Periodicals,62844.5,62843.5,22/3759/H3328
12844,Physiological effect,62845.5,62843.5,22/3760/H3329,Physiological effect,62845.5,62843.5,22/3760/H3329
12845,S-Z,62846.5,62843.5,22/3760/H3330,S-Z,62846.5,62843.5,22/3760/H3330
12846,(By author),62847.5,23006.5,22/3760/H3334,(By author),62847.5,23006.5,22/3760/H3334
12847,(By topic),62848.5,23006.5,22/3760/H3335,(By topic),62848.5,23006.5,22/3760/H3335
12848,(By place),62849.5,23006.5,sub,(By place),62849.5,23006.5,sub
12849,A-S,62850.5,62849.5,22/3760/H3337,A-S,62850.5,62849.5,22/3760/H3337
12850,T-Z,62851.5,62849.5,22/3760/H3338,T-Z,62851.5,62849.5,22/3760/H3338
12851,(By author),62852.5,23010.5,22/3761/H3343,(By author),62852.5,23010.5,22/3761/H3343
12852,(By topic),62853.5,23010.5,sub,(By topic),62853.5,23010.5,sub
12853,Aerials >,62854.5,62853.5,22/3761/H3345,Aerials >,62854.5,62853.5,22/3761/H3345
12854,Congresses >,62855.5,62853.5,22/3761/H3346,Congresses >,62855.5,62853.5,22/3761/H3346
12855,Periodicals >,62856.5,62853.5,22/3761/H3347,Periodicals >,62856.5,62853.5,22/3761/H3347
12856,(By place),62857.5,23010.5,22/3761/H3348,(By place),62857.5,23010.5,22/3761/H3348
12857,(By place) (info),62858.5,23010.5,info/P,(By place) (info),62858.5,23010.5,info/P
12858,(By author),62859.5,23015.5,22/3762/H3355,(By author),62859.5,23015.5,22/3762/H3355
12859,(By topic),62860.5,23015.5,22/3762/H3356,(By topic),62860.5,23015.5,22/3762/H3356
12860,(By place),62861.5,23015.5,22/3762/H3357,(By place),62861.5,23015.5,22/3762/H3357
12861,(By place) (info),62862.5,23015.5,info/P,(By place) (info),62862.5,23015.5,info/P
12862,(By author),62863.5,23026.5,22/3763/H3368,(By author),62863.5,23026.5,22/3763/H3368
12863,(By topic),62864.5,23026.5,22/3763/H3369,(By topic),62864.5,23026.5,22/3763/H3369
12864,(By place),62865.5,23026.5,22/3763/H3370,(By place),62865.5,23026.5,22/3763/H3370
12865,(By author),62866.5,23058.5,22/3767/H3403,(By author),62866.5,23058.5,22/3767/H3403
12866,(By place),62867.5,23058.5,22/3767/H3401,(By place),62867.5,23058.5,22/3767/H3401
12867,(By place) (info),62868.5,23058.5,info/P,(By place) (info),62868.5,23058.5,info/P
12868,(By author),62869.5,23060.5,22/3768/H3406,(By author),62869.5,23060.5,22/3768/H3406
12869,(By topic),62870.5,23060.5,sub,(By topic),62870.5,23060.5,sub
12870,Abstracts >,62871.5,62870.5,22/3768/H3408,Abstracts >,62871.5,62870.5,22/3768/H3408
12871,Consolidation >,62872.5,62870.5,22/3768/H3409,Consolidation >,62872.5,62870.5,22/3768/H3409
12872,Estimates >,62873.5,62870.5,22/3768/H3410,Estimates >,62873.5,62870.5,22/3768/H3410
12873,Maintenance and repair >,62874.5,62870.5,22/3768/H3411,Maintenance and repair >,62874.5,62870.5,22/3768/H3411
12874,Repair-shops >,62875.5,62870.5,22/3768/H3412,Repair-shops >,62875.5,62870.5,22/3768/H3412
12875,(By place),62876.5,23060.5,sub,(By place),62876.5,23060.5,sub
12876,(By place) (info),62877.5,23060.5,info/P,(By place) (info),62877.5,23060.5,info/P
12877,Abyssina >,62878.5,62876.5,22/3768/H3414,Abyssina >,62878.5,62876.5,22/3768/H3414
12878,California >,62879.5,62876.5,22/3768/H3415,California >,62879.5,62876.5,22/3768/H3415
12879,Dakota >,62880.5,62876.5,22/3769/H3416,Dakota >,62880.5,62876.5,22/3769/H3416
12880,Georgia >,62881.5,62876.5,22/3769/H3417,Georgia >,62881.5,62876.5,22/3769/H3417
12881,Great Britain >,62882.5,62876.5,22/3769/H3418,Great Britain >,62882.5,62876.5,22/3769/H3418
12882,Idaho >,62883.5,62876.5,22/3769/H3419,Idaho >,62883.5,62876.5,22/3769/H3419
12883,Nebraska >,62884.5,62876.5,22/3769/H3420,Nebraska >,62884.5,62876.5,22/3769/H3420
12884,Palatinate >,62885.5,62876.5,22/3769/H3421,Palatinate >,62885.5,62876.5,22/3769/H3421
12885,Sahara >,62886.5,62876.5,22/3769/H3422,Sahara >,62886.5,62876.5,22/3769/H3422
12886,United States,62887.5,62876.5,sub,United States,62887.5,62876.5,sub
12887,(By author),62888.5,62887.5,sub,(By author),62888.5,62887.5,sub
12888,A-Q,62889.5,62888.5,22/3770/H3425,A-Q,62889.5,62888.5,22/3770/H3425
12889,R-Z,62890.5,62888.5,22/3770/H3426,R-Z,62890.5,62888.5,22/3770/H3426
12890,(By topic),62891.5,62887.5,sub,(By topic),62891.5,62887.5,sub
12891,Abandonment >,62892.5,62891.5,22/3770/H3428,Abandonment >,62892.5,62891.5,22/3770/H3428
12892,Finance,62893.5,62891.5,22/3770/H3429,Finance,62893.5,62891.5,22/3770/H3429
12893,Freight >,62894.5,62891.5,22/3770/H3430,Freight >,62894.5,62891.5,22/3770/H3430
12894,Periodicals >,62895.5,62891.5,22/3770/H3431,Periodicals >,62895.5,62891.5,22/3770/H3431
12895,Rates >,62896.5,62891.5,22/3770/H3432,Rates >,62896.5,62891.5,22/3770/H3432
12896,Safety appliances >,62897.5,62891.5,22/3771/H3433,Safety appliances >,62897.5,62891.5,22/3771/H3433
12897,Trains >,62898.5,62891.5,22/3771/H3434,Trains >,62898.5,62891.5,22/3771/H3434
12898,Ural Mountain region >,62899.5,62876.5,22/3771/H3435,Ural Mountain region >,62899.5,62876.5,22/3771/H3435
12899,(By author),62900.5,23063.5,22/3771/H3438,(By author),62900.5,23063.5,22/3771/H3438
12900,(By topic),62901.5,23063.5,22/3771/H3439,(By topic),62901.5,23063.5,22/3771/H3439
12901,(By place),62902.5,23063.5,sub,(By place),62902.5,23063.5,sub
12902,A-T,62903.5,62902.5,22/3771/H3441,A-T,62903.5,62902.5,22/3771/H3441
12903,U-Z,62904.5,62902.5,22/3771/H3442,U-Z,62904.5,62902.5,22/3771/H3442
12904,(By author),62905.5,23068.5,22/3771/H3449,(By author),62905.5,23068.5,22/3771/H3449
12905,(By topic),62906.5,23068.5,22/3771/H3448,(By topic),62906.5,23068.5,22/3771/H3448
12906,(By place),62907.5,23068.5,22/3771/H3450,(By place),62907.5,23068.5,22/3771/H3450
12907,(By author),62908.5,23232.5,15/3791/H2812,(By author),62908.5,23232.5,15/3791/H2812
12908,(By topic),62909.5,23232.5,15/3791/H2813,(By topic),62909.5,23232.5,15/3791/H2813
12909,(By date),62910.5,23232.5,sub,(By date),62910.5,23232.5,sub
12910,1500-1800,62911.5,62910.5,15/3791/H2815,1500-1800,62911.5,62910.5,15/3791/H2815
12911,1800-1870,62912.5,62910.5,15/3791/H2816,1800-1870,62912.5,62910.5,15/3791/H2816
12912,1870-,62913.5,62910.5,15/3791/H2817,1870-,62913.5,62910.5,15/3791/H2817
12913,(By author),62914.5,23236.5,15/3791/H2822,(By author),62914.5,23236.5,15/3791/H2822
12914,(By topic),62915.5,23236.5,15/3791/H2823,(By topic),62915.5,23236.5,15/3791/H2823
12915,(By place),62916.5,23236.5,15/3791/H2824,(By place),62916.5,23236.5,15/3791/H2824
12916,(By author),62917.5,23251.5,21/3793/H2840,(By author),62917.5,23251.5,21/3793/H2840
12917,(By topic),62918.5,23251.5,21/3793/H2841,(By topic),62918.5,23251.5,21/3793/H2841
12918,(By place),62919.5,23251.5,sub,(By place),62919.5,23251.5,sub
12919,(By place) (info),62920.5,23251.5,info/P,(By place) (info),62920.5,23251.5,info/P
12920,A-New Haven,62921.5,62919.5,21/3793/H2843,A-New Haven,62921.5,62919.5,21/3793/H2843
12921,New Jersey-Z,62922.5,62919.5,21/3793/H2844,New Jersey-Z,62922.5,62919.5,21/3793/H2844
12922,(By author),62923.5,23254.5,21/3793/H2848,(By author),62923.5,23254.5,21/3793/H2848
12923,(By topic),62924.5,23254.5,21/3793/H2849,(By topic),62924.5,23254.5,21/3793/H2849
12924,(By place),62925.5,23254.5,21/3793/H2850,(By place),62925.5,23254.5,21/3793/H2850
12925,(By place) (info),62926.5,23254.5,info/P,(By place) (info),62926.5,23254.5,info/P
12926,(By author),62927.5,23259.5,sub,(By author),62927.5,23259.5,sub
12927,A-L,62928.5,62927.5,21/3794/H2859,A-L,62928.5,62927.5,21/3794/H2859
12928,M-Z,62929.5,62927.5,21/3794/H2860,M-Z,62929.5,62927.5,21/3794/H2860
12929,(By topic),62930.5,23259.5,21/3794/H2858,(By topic),62930.5,23259.5,21/3794/H2858
12930,(By author),62931.5,23261.5,21/3794/H2863,(By author),62931.5,23261.5,21/3794/H2863
12931,(By topic),62932.5,23261.5,21/3794/H2864,(By topic),62932.5,23261.5,21/3794/H2864
12932,(By author),62933.5,23301.5,21/3799/H2905,(By author),62933.5,23301.5,21/3799/H2905
12933,(By topic),62934.5,23301.5,21/3799/H2906,(By topic),62934.5,23301.5,21/3799/H2906
12934,(By place),62935.5,23301.5,sub,(By place),62935.5,23301.5,sub
12935,A-F,62936.5,62935.5,21/3799/H2908,A-F,62936.5,62935.5,21/3799/H2908
12936,G-Z,62937.5,62935.5,21/3799/H2909,G-Z,62937.5,62935.5,21/3799/H2909
12937,(By author),62938.5,23302.5,21/3799/H2911,(By author),62938.5,23302.5,21/3799/H2911
12938,(By topic),62939.5,23302.5,21/3800/H2912,(By topic),62939.5,23302.5,21/3800/H2912
12939,(By place),62940.5,23302.5,sub,(By place),62940.5,23302.5,sub
12940,A-E,62941.5,62940.5,21/3800/H2914,A-E,62941.5,62940.5,21/3800/H2914
12941,F-G,62942.5,62940.5,21/3800/H2915,F-G,62942.5,62940.5,21/3800/H2915
12942,H-Z,62943.5,62940.5,21/3800/H2916,H-Z,62943.5,62940.5,21/3800/H2916
12943,(Without subdivision),62944.5,23321.5,21/3802/H2938,(Without subdivision),62944.5,23321.5,21/3802/H2938
12944,(By topic or sub-agency),62945.5,23321.5,sub,(By topic or sub-agency),62945.5,23321.5,sub
12945,A-S,62946.5,62945.5,21/3802/H2940,A-S,62946.5,62945.5,21/3802/H2940
12946,United States,62947.5,62945.5,21/3802/H2941,United States,62947.5,62945.5,21/3802/H2941
12947,(By author),62948.5,23351.5,21/3806/H2972,(By author),62948.5,23351.5,21/3806/H2972
12948,(By topic),62949.5,23351.5,21/3806/H2974,(By topic),62949.5,23351.5,21/3806/H2974
12949,(By place),62950.5,23351.5,21/3806/H2975,(By place),62950.5,23351.5,21/3806/H2975
12950,(By author),62951.5,23364.5,sub,(By author),62951.5,23364.5,sub
12951,A-M,62952.5,62951.5,21/3808/H2990,A-M,62952.5,62951.5,21/3808/H2990
12952,N-Z,62953.5,62951.5,21/3808/H2991,N-Z,62953.5,62951.5,21/3808/H2991
12953,(By topic),62954.5,23364.5,21/3808/H2992,(By topic),62954.5,23364.5,21/3808/H2992
12954,(By place),62955.5,23364.5,sub,(By place),62955.5,23364.5,sub
12955,A-Geneva,62956.5,62955.5,21/3808/H2994,A-Geneva,62956.5,62955.5,21/3808/H2994
12956,Germany,62957.5,62955.5,sub,Germany,62957.5,62955.5,sub
12957,(By author),62958.5,62957.5,21/3808/H2996,(By author),62958.5,62957.5,21/3808/H2996
12958,(By topic),62959.5,62957.5,21/3808/H2997,(By topic),62959.5,62957.5,21/3808/H2997
12959,(By place),62960.5,62957.5,21/3808/H2998,(By place),62960.5,62957.5,21/3808/H2998
12960,"Germany, Southern-H",62961.5,62955.5,21/3808/H2999,"Germany, Southern-H",62961.5,62955.5,21/3808/H2999
12961,I-Z,62962.5,62955.5,21/3809/H3600,I-Z,62962.5,62955.5,21/3809/H3600
12962,(By author),62963.5,23393.5,21/3812/H3634,(By author),62963.5,23393.5,21/3812/H3634
12963,(By topic),62964.5,23393.5,sub,(By topic),62964.5,23393.5,sub
12964,A-D,62965.5,62964.5,21/3812/H3636,A-D,62965.5,62964.5,21/3812/H3636
12965,E-Z,62966.5,62964.5,21/3813/H3637,E-Z,62966.5,62964.5,21/3813/H3637
12966,(By place),62967.5,23393.5,sub,(By place),62967.5,23393.5,sub
12967,(By place) (info),62968.5,23393.5,info/P,(By place) (info),62968.5,23393.5,info/P
12968,A-D,62969.5,62967.5,21/3813/H3639,A-D,62969.5,62967.5,21/3813/H3639
12969,E-F,62970.5,62967.5,21/3813/H3640,E-F,62970.5,62967.5,21/3813/H3640
12970,G,62971.5,62967.5,21/3813/H3641,G,62971.5,62967.5,21/3813/H3641
12971,H-L,62972.5,62967.5,21/3813/H3642,H-L,62972.5,62967.5,21/3813/H3642
12972,M-New Haven,62973.5,62967.5,21/3813/H3643,M-New Haven,62973.5,62967.5,21/3813/H3643
12973,New Jersey-O,62974.5,62967.5,21/3813/H3644,New Jersey-O,62974.5,62967.5,21/3813/H3644
12974,P-T,62975.5,62967.5,21/3814/H3645,P-T,62975.5,62967.5,21/3814/H3645
12975,U,62976.5,62967.5,21/3814/H3646,U,62976.5,62967.5,21/3814/H3646
12976,V-Z,62977.5,62967.5,21/3814/H3648,V-Z,62977.5,62967.5,21/3814/H3648
12977,(By author),62978.5,23397.5,21/3814/H3651,(By author),62978.5,23397.5,21/3814/H3651
12978,(By topic),62979.5,23397.5,21/3814/H3652,(By topic),62979.5,23397.5,21/3814/H3652
12979,(By place),62980.5,23397.5,21/3814/H3653,(By place),62980.5,23397.5,21/3814/H3653
12980,(By place) (info),62981.5,23397.5,info/P,(By place) (info),62981.5,23397.5,info/P
12981,(By author),62982.5,23401.5,19/3815/H3658,(By author),62982.5,23401.5,19/3815/H3658
12982,(By topic),62983.5,23401.5,19/3815/H3659,(By topic),62983.5,23401.5,19/3815/H3659
12983,(By place),62984.5,23401.5,sub,(By place),62984.5,23401.5,sub
12984,(By place) (info),62985.5,23401.5,info/P,(By place) (info),62985.5,23401.5,info/P
12985,A-G,62986.5,62984.5,19/3815/H3661,A-G,62986.5,62984.5,19/3815/H3661
12986,H-O,62987.5,62984.5,19/3815/H3662,H-O,62987.5,62984.5,19/3815/H3662
12987,P-Z,62988.5,62984.5,19/3815/H3663,P-Z,62988.5,62984.5,19/3815/H3663
12988,Complete works,62989.5,23430.5,19/3819/H3693,Complete works,62989.5,23430.5,19/3819/H3693
12989,Individual works,62990.5,23430.5,19/3819/H3694,Individual works,62990.5,23430.5,19/3819/H3694
12990,(By author),62991.5,23473.5,sub,(By author),62991.5,23473.5,sub
12991,A-D,62992.5,62991.5,17/3823/H3740,A-D,62992.5,62991.5,17/3823/H3740
12992,E-L,62993.5,62991.5,17/3824/H3741,E-L,62993.5,62991.5,17/3824/H3741
12993,M-S,62994.5,62991.5,17/3824/H3742,M-S,62994.5,62991.5,17/3824/H3742
12994,T-Z,62995.5,62991.5,17/3824/H3743,T-Z,62995.5,62991.5,17/3824/H3743
12995,(By topic),62996.5,23473.5,17/3824/H3738,(By topic),62996.5,23473.5,17/3824/H3738
12996,(By author),62997.5,23481.5,sub,(By author),62997.5,23481.5,sub
12997,A-J,62998.5,62997.5,17/3825/H3754,A-J,62998.5,62997.5,17/3825/H3754
12998,K-Z,62999.5,62997.5,17/3825/H3755,K-Z,62999.5,62997.5,17/3825/H3755
12999,(By topic),63000.5,23481.5,sub,(By topic),63000.5,23481.5,sub
13000,"Addresses, essays, lectures >",63001.5,63000.5,17/3825/H3756,"Addresses, essays, lectures >",63001.5,63000.5,17/3825/H3756
13001,Collected works >,63002.5,63000.5,17/3825/H3757,Collected works >,63002.5,63000.5,17/3825/H3757
13002,Historiography >,63003.5,63000.5,17/3825/H3758,Historiography >,63003.5,63000.5,17/3825/H3758
13003,Philosophy,63004.5,63000.5,sub,Philosophy,63004.5,63000.5,sub
13004,(By author),63005.5,63004.5,sub,(By author),63005.5,63004.5,sub
13005,A-C,63006.5,63005.5,17/3825/H3761,A-C,63006.5,63005.5,17/3825/H3761
13006,D-M,63007.5,63005.5,19/3826/H3762,D-M,63007.5,63005.5,19/3826/H3762
13007,N-Z,63008.5,63005.5,19/3826/H3764,N-Z,63008.5,63005.5,19/3826/H3764
13008,(By topic),63009.5,63004.5,19/3826/H3763,(By topic),63009.5,63004.5,19/3826/H3763
13009,Psychology >,63010.5,63000.5,19/3826/H3765,Psychology >,63010.5,63000.5,19/3826/H3765
13010,(By date),63011.5,23481.5,19/3826/H3766,(By date),63011.5,23481.5,19/3826/H3766
13011,(By author),63012.5,23488.5,sub,(By author),63012.5,23488.5,sub
13012,A-M,63013.5,63012.5,19/3827/H3775,A-M,63013.5,63012.5,19/3827/H3775
13013,N-Z,63014.5,63012.5,19/3827/H3776,N-Z,63014.5,63012.5,19/3827/H3776
